method,function_name,success_rate,validation_rate,avg_generation,avg_evaluations,median_evaluations,avg_runtime,median_runtime,avg_best_fitness,total_runs
HILL_CLIMBING,transaction_pattern,100.0,100.0,24.977777777777778,25.977777777777778,17.0,7.772038346349028e-05,5.474950739881024e-05,0.0,180
HILL_CLIMBING,triangle_type,99.33333333333333,99.33333333333333,453.3333333333333,502.88,22.5,0.001550973033978737,7.58754977141507e-05,0.006666666666666667,150
HILL_CLIMBING,username_category,83.33333333333334,83.33333333333334,24.261111111111113,1369.9611111111112,17.0,0.003886199300258224,5.5229007557500154e-05,0.16666666666666666,180
GA_FIXED,bmi_category,100.0,100.0,18.586666666666666,1566.9333333333334,1200.0,0.0066645461462515355,0.00491339649306605,0.0,150
GA_FIXED,list_pattern,100.0,100.0,0.7066666666666667,136.53333333333333,80.0,0.00045903942722356334,0.00017110400222004998,0.0,150
GA_FIXED,number_kind,100.0,100.0,2.811111111111111,304.8888888888889,80.0,0.000898887510185062,6.13329975749366e-05,0.0,90
GA_FIXED,password_strength,93.33333333333333,93.33333333333333,4.833333333333333,1000.0,80.0,0.0043059871318594355,0.00021085399930595,0.06666666666666667,120
GA_FIXED,pin_pattern,99.16666666666667,99.16666666666667,27.45,2299.3333333333335,2240.0,0.01212381218332055,0.01149677049397715,0.008333333333333333,120
GA_FIXED,shipping_discount,80.0,80.0,0.86,1680.0,80.0,0.009220514159533144,0.00013710399798579998,0.2,150
GA_FIXED,sign_type,100.0,100.0,2.8,304.0,80.0,0.0008899416439817098,5.452100594993681e-05,0.0,90
GA_FIXED,string_category,80.66666666666666,80.66666666666666,0.16,1639.4666666666667,80.0,0.006752725520539825,0.00016818699805294998,0.19333333333333333,150
GA_FIXED,transaction_pattern,100.0,100.0,1.6388888888888888,211.11111111111111,80.0,0.001109840516841711,0.000183187003131,0.0,180
GA_FIXED,triangle_type,100.0,100.0,4.613333333333333,449.06666666666666,160.0,0.002635510026399614,0.00058070850354845,0.0,150
GA_FIXED,username_category,83.33333333333334,83.33333333333334,0.0,1413.3333333333333,80.0,0.007180837911679745,0.00024458299594695,0.16666666666666666,180
GA_ADAPTIVE,bmi_category,100.0,100.0,17.793333333333333,1503.4666666666667,1160.0,0.00661659418003785,0.0049976875016,0.0,150
GA_ADAPTIVE,list_pattern,100.0,100.0,0.32666666666666666,106.13333333333334,80.0,0.00031453388665487466,0.0001749999937601,0.0,150
GA_ADAPTIVE,number_kind,100.0,100.0,2.3555555555555556,268.44444444444446,80.0,0.0007712236337182445,6.118749297456816e-05,0.0,90
GA_ADAPTIVE,password_strength,96.66666666666667,96.66666666666667,5.791666666666667,810.0,80.0,0.0037095687337568434,0.0002195414999732,0.03333333333333333,120
GA_ADAPTIVE,pin_pattern,80.83333333333333,80.83333333333333,24.916666666666668,3002.0,2040.0,0.016661629517451076,0.010930333497526552,0.25,120
GA_ADAPTIVE,shipping_discount,80.0,80.0,0.86,1680.0,80.0,0.009827728072317115,0.00013766649499295,0.2,150
GA_ADAPTIVE,sign_type,100.0,100.0,2.7888888888888888,303.1111111111111,80.0,0.0008922957656775543,5.422950198408216e-05,0.0,90
GA_ADAPTIVE,string_category,81.33333333333333,81.33333333333333,0.7866666666666666,1636.2666666666667,80.0,0.007040390306501599,0.0001737084967317,0.18666666666666668,150
GA_ADAPTIVE,transaction_pattern,100.0,100.0,1.461111111111111,196.88888888888889,80.0,0.0009784384169000883,0.00018475050455885,0.0,180
GA_ADAPTIVE,triangle_type,99.33333333333333,99.33333333333333,4.213333333333333,464.0,160.0,0.0027321778133045393,0.0006042495006113,0.006666666666666667,150
GA_ADAPTIVE,username_category,83.33333333333334,83.33333333333334,0.0,1413.3333333333333,80.0,0.007621547433275992,0.00024377099907720002,0.16666666666666666,180
